index,image,groundTruth,mobilenet_v2,mobilenet_v2_abs_error
50,E:\桌面\kunmingr2\kunmingr2\4\2\50_1.5573.jpg,1.5573,1.0139862298965454,0.5433137701034545
51,E:\桌面\kunmingr2\kunmingr2\4\2\51_1.5573.jpg,1.5573,0.451208233833313,1.106091766166687
52,E:\桌面\kunmingr2\kunmingr2\4\2\52_1.5573.jpg,1.5573,0.2150668501853943,1.3422331498146056
53,E:\桌面\kunmingr2\kunmingr2\4\2\53_1.5573.jpg,1.5573,0.4734609127044678,1.0838390872955321
54,E:\桌面\kunmingr2\kunmingr2\4\2\54_1.5573.jpg,1.5573,1.0911567211151123,0.4661432788848876
55,E:\桌面\kunmingr2\kunmingr2\4\2\55_1.5573.jpg,1.5573,1.2462879419326782,0.3110120580673217
56,E:\桌面\kunmingr2\kunmingr2\4\2\56_1.5573.jpg,1.5573,0.8912703394889832,0.6660296605110168
57,E:\桌面\kunmingr2\kunmingr2\4\2\57_1.5573.jpg,1.5573,0.7321760058403015,0.8251239941596984
58,E:\桌面\kunmingr2\kunmingr2\4\2\58_1.5573.jpg,1.5573,1.1059491634368896,0.45135083656311026
59,E:\桌面\kunmingr2\kunmingr2\4\2\59_1.5573.jpg,1.5573,1.3093763589859009,0.24792364101409903
60,E:\桌面\kunmingr2\kunmingr2\4\2\60_1.5573.jpg,1.5573,0.9804072976112366,0.5768927023887633
61,E:\桌面\kunmingr2\kunmingr2\4\2\61_1.5573.jpg,1.5573,0.9693747758865356,0.5879252241134643
62,E:\桌面\kunmingr2\kunmingr2\4\2\62_1.5573.jpg,1.5573,0.9249512553215027,0.6323487446784972
63,E:\桌面\kunmingr2\kunmingr2\4\2\63_1.5573.jpg,1.5573,0.9389613270759583,0.6183386729240417
64,E:\桌面\kunmingr2\kunmingr2\4\2\64_1.5573.jpg,1.5573,0.7129572033882141,0.8443427966117858
65,E:\桌面\kunmingr2\kunmingr2\4\2\65_-1.5800.jpg,-1.58,0.6778804659843445,2.2578804659843446
66,E:\桌面\kunmingr2\kunmingr2\4\2\66_-1.5800.jpg,-1.58,0.9708895087242126,2.5508895087242127
67,E:\桌面\kunmingr2\kunmingr2\4\2\67_-1.5800.jpg,-1.58,0.763187825679779,2.343187825679779
68,E:\桌面\kunmingr2\kunmingr2\4\2\68_-1.5800.jpg,-1.58,0.7775235772132874,2.3575235772132874
69,E:\桌面\kunmingr2\kunmingr2\4\2\69_-1.5800.jpg,-1.58,0.38371947407722473,1.9637194740772248
70,E:\桌面\kunmingr2\kunmingr2\4\2\70_-1.5800.jpg,-1.58,-0.49390166997909546,1.0860983300209046
71,E:\桌面\kunmingr2\kunmingr2\4\2\71_-1.5800.jpg,-1.58,0.02780594676733017,1.6078059467673302
72,E:\桌面\kunmingr2\kunmingr2\4\2\72_-1.5800.jpg,-1.58,-0.5865697264671326,0.9934302735328675
73,E:\桌面\kunmingr2\kunmingr2\4\2\73_-1.5800.jpg,-1.58,-1.5004924535751343,0.0795075464248658
74,E:\桌面\kunmingr2\kunmingr2\4\2\74_-1.5800.jpg,-1.58,-1.5938442945480347,0.013844294548034597
75,E:\桌面\kunmingr2\kunmingr2\4\2\75_-1.5800.jpg,-1.58,-1.5465641021728516,0.03343589782714851
76,E:\桌面\kunmingr2\kunmingr2\4\2\76_-1.5800.jpg,-1.58,-1.589821219444275,0.009821219444274831
77,E:\桌面\kunmingr2\kunmingr2\4\2\77_-1.5800.jpg,-1.58,-1.5293169021606445,0.05068309783935554
78,E:\桌面\kunmingr2\kunmingr2\4\2\78_-1.5800.jpg,-1.58,-1.5241197347640991,0.05588026523590095
79,E:\桌面\kunmingr2\kunmingr2\4\2\79_-1.5800.jpg,-1.58,-1.565914511680603,0.014085488319397044
80,E:\桌面\kunmingr2\kunmingr2\4\2\80_-1.5800.jpg,-1.58,-1.5412659645080566,0.03873403549194343
81,E:\桌面\kunmingr2\kunmingr2\4\2\81_-1.5800.jpg,-1.58,-1.5012916326522827,0.07870836734771736
82,E:\桌面\kunmingr2\kunmingr2\4\2\82_-1.5800.jpg,-1.58,-1.5440160036087036,0.03598399639129646
