index,image,groundTruth,mobilenet_v2_shift1,mobilenet_v2_shift1_abs_error
23,E:\桌面\kunmingr2\kunmingr2\3\2\23_-1.5610.jpg,-1.561,-0.9035199284553528,0.6574800715446472
24,E:\桌面\kunmingr2\kunmingr2\3\2\24_-1.5610.jpg,-1.561,-1.2560302019119263,0.3049697980880737
25,E:\桌面\kunmingr2\kunmingr2\3\2\25_-1.5610.jpg,-1.561,-1.4299886226654053,0.13101137733459467
26,E:\桌面\kunmingr2\kunmingr2\3\2\26_-1.5610.jpg,-1.561,-0.8871057629585266,0.6738942370414733
27,E:\桌面\kunmingr2\kunmingr2\3\2\27_-1.5610.jpg,-1.561,-0.6026143431663513,0.9583856568336486
28,E:\桌面\kunmingr2\kunmingr2\3\2\28_0.0000.jpg,0.0,-0.2752912938594818,0.2752912938594818
29,E:\桌面\kunmingr2\kunmingr2\3\2\29_0.0000.jpg,0.0,0.6935462355613708,0.6935462355613708
30,E:\桌面\kunmingr2\kunmingr2\3\2\30_0.0000.jpg,0.0,0.5250406861305237,0.5250406861305237
31,E:\桌面\kunmingr2\kunmingr2\3\2\31_0.0000.jpg,0.0,0.46125251054763794,0.46125251054763794
32,E:\桌面\kunmingr2\kunmingr2\3\2\32_0.0000.jpg,0.0,0.19458289444446564,0.19458289444446564
33,E:\桌面\kunmingr2\kunmingr2\3\2\33_0.0000.jpg,0.0,0.16075433790683746,0.16075433790683746
34,E:\桌面\kunmingr2\kunmingr2\3\2\34_0.0000.jpg,0.0,-0.20836089551448822,0.20836089551448822
35,E:\桌面\kunmingr2\kunmingr2\3\2\35_0.0000.jpg,0.0,-0.4577736258506775,0.4577736258506775
36,E:\桌面\kunmingr2\kunmingr2\3\2\36_0.0000.jpg,0.0,-0.4144739508628845,0.4144739508628845
37,E:\桌面\kunmingr2\kunmingr2\3\2\37_0.0000.jpg,0.0,-0.26843929290771484,0.26843929290771484
38,E:\桌面\kunmingr2\kunmingr2\3\2\38_0.0000.jpg,0.0,-0.3473120927810669,0.3473120927810669
39,E:\桌面\kunmingr2\kunmingr2\3\2\39_0.0000.jpg,0.0,-0.01835988461971283,0.01835988461971283
40,E:\桌面\kunmingr2\kunmingr2\3\2\40_0.0000.jpg,0.0,-0.5075953602790833,0.5075953602790833
41,E:\桌面\kunmingr2\kunmingr2\3\2\41_0.0000.jpg,0.0,-1.3635839223861694,1.3635839223861694
42,E:\桌面\kunmingr2\kunmingr2\3\2\42_0.0000.jpg,0.0,-0.8332456946372986,0.8332456946372986
43,E:\桌面\kunmingr2\kunmingr2\3\2\43_0.0000.jpg,0.0,-1.4531563520431519,1.4531563520431519
44,E:\桌面\kunmingr2\kunmingr2\3\2\44_0.0000.jpg,0.0,-0.7991383075714111,0.7991383075714111
45,E:\桌面\kunmingr2\kunmingr2\3\2\45_0.0000.jpg,0.0,-1.306751012802124,1.306751012802124
46,E:\桌面\kunmingr2\kunmingr2\3\2\46_0.0000.jpg,0.0,-0.9629900455474854,0.9629900455474854
47,E:\桌面\kunmingr2\kunmingr2\3\2\47_0.0000.jpg,0.0,-1.2302426099777222,1.2302426099777222
48,E:\桌面\kunmingr2\kunmingr2\3\2\48_-1.4000.jpg,-1.4,-0.7065171599388123,0.6934828400611877
49,E:\桌面\kunmingr2\kunmingr2\3\2\49_-1.4000.jpg,-1.4,0.15420649945735931,1.5542064994573592
50,E:\桌面\kunmingr2\kunmingr2\3\2\50_-1.4000.jpg,-1.4,-0.6392096281051636,0.7607903718948363
51,E:\桌面\kunmingr2\kunmingr2\3\2\51_-1.4000.jpg,-1.4,0.2640644311904907,1.6640644311904906
52,E:\桌面\kunmingr2\kunmingr2\3\2\52_-1.4000.jpg,-1.4,0.07353855669498444,1.4735385566949843
53,E:\桌面\kunmingr2\kunmingr2\3\2\53_-1.4000.jpg,-1.4,-1.3495161533355713,0.05048384666442862
54,E:\桌面\kunmingr2\kunmingr2\3\2\54_-1.4000.jpg,-1.4,-1.3353242874145508,0.06467571258544913
55,E:\桌面\kunmingr2\kunmingr2\3\2\55_-1.4000.jpg,-1.4,-0.7052692174911499,0.69473078250885
56,E:\桌面\kunmingr2\kunmingr2\3\2\56_-1.4000.jpg,-1.4,-0.9401335716247559,0.45986642837524405
57,E:\桌面\kunmingr2\kunmingr2\3\2\57_-1.4000.jpg,-1.4,-1.4543379545211792,0.05433795452117929
58,E:\桌面\kunmingr2\kunmingr2\3\2\58_-1.4000.jpg,-1.4,-1.1851917505264282,0.2148082494735717
59,E:\桌面\kunmingr2\kunmingr2\3\2\59_-1.4000.jpg,-1.4,-1.3131662607192993,0.0868337392807006
60,E:\桌面\kunmingr2\kunmingr2\3\2\60_-1.4000.jpg,-1.4,-1.207362174987793,0.19263782501220694
61,E:\桌面\kunmingr2\kunmingr2\3\2\61_-1.4000.jpg,-1.4,-0.9506807923316956,0.44931920766830435
62,E:\桌面\kunmingr2\kunmingr2\3\2\62_-1.4000.jpg,-1.4,-0.9336043000221252,0.46639569997787467
63,E:\桌面\kunmingr2\kunmingr2\3\2\63_-1.4000.jpg,-1.4,-0.7203108668327332,0.6796891331672668
64,E:\桌面\kunmingr2\kunmingr2\3\2\64_-1.4000.jpg,-1.4,-0.8606107831001282,0.5393892168998717
65,E:\桌面\kunmingr2\kunmingr2\3\2\65_-1.4000.jpg,-1.4,-0.19375237822532654,1.2062476217746734
66,E:\桌面\kunmingr2\kunmingr2\3\2\66_-1.4000.jpg,-1.4,-0.7692113518714905,0.6307886481285094
67,E:\桌面\kunmingr2\kunmingr2\3\2\67_-1.4000.jpg,-1.4,-0.610374391078949,0.7896256089210509
68,E:\桌面\kunmingr2\kunmingr2\3\2\68_-1.4000.jpg,-1.4,-0.7809414267539978,0.6190585732460021
69,E:\桌面\kunmingr2\kunmingr2\3\2\69_-1.4000.jpg,-1.4,-0.5439465045928955,0.8560534954071044
70,E:\桌面\kunmingr2\kunmingr2\3\2\70_-1.4000.jpg,-1.4,-0.604162871837616,0.7958371281623839
71,E:\桌面\kunmingr2\kunmingr2\3\2\71_-1.4000.jpg,-1.4,-1.2312065362930298,0.16879346370697013
72,E:\桌面\kunmingr2\kunmingr2\3\2\72_-1.4000.jpg,-1.4,-0.22408810257911682,1.175911897420883
73,E:\桌面\kunmingr2\kunmingr2\3\2\73_-1.4000.jpg,-1.4,0.15928353369235992,1.5592835336923598
74,E:\桌面\kunmingr2\kunmingr2\3\2\74_-1.4000.jpg,-1.4,-0.052333682775497437,1.3476663172245025
75,E:\桌面\kunmingr2\kunmingr2\3\2\75_-1.4000.jpg,-1.4,-0.026101648807525635,1.3738983511924743
76,E:\桌面\kunmingr2\kunmingr2\3\2\76_-1.4000.jpg,-1.4,-0.20410312712192535,1.1958968728780746
77,E:\桌面\kunmingr2\kunmingr2\3\2\77_-1.4000.jpg,-1.4,-0.10732221603393555,1.2926777839660644
78,E:\桌面\kunmingr2\kunmingr2\3\2\78_-1.4000.jpg,-1.4,-0.3242073059082031,1.0757926940917968
79,E:\桌面\kunmingr2\kunmingr2\3\2\79_-1.4000.jpg,-1.4,0.06506350636482239,1.4650635063648223
80,E:\桌面\kunmingr2\kunmingr2\3\2\80_-1.4000.jpg,-1.4,-1.238526701927185,0.16147329807281485
81,E:\桌面\kunmingr2\kunmingr2\3\2\81_-1.4000.jpg,-1.4,-1.2423574924468994,0.1576425075531005
82,E:\桌面\kunmingr2\kunmingr2\3\2\82_-1.4000.jpg,-1.4,-0.962035596370697,0.4379644036293029
83,E:\桌面\kunmingr2\kunmingr2\3\2\83_-1.4000.jpg,-1.4,-1.555669903755188,0.15566990375518808
84,E:\桌面\kunmingr2\kunmingr2\3\2\84_-1.4000.jpg,-1.4,-1.4891809225082397,0.08918092250823983
85,E:\桌面\kunmingr2\kunmingr2\3\2\85_-1.4000.jpg,-1.4,-0.7973483204841614,0.6026516795158385
86,E:\桌面\kunmingr2\kunmingr2\3\2\86_-1.4000.jpg,-1.4,-0.7966204285621643,0.6033795714378356
87,E:\桌面\kunmingr2\kunmingr2\3\2\87_-1.4000.jpg,-1.4,-0.42240244150161743,0.9775975584983825
88,E:\桌面\kunmingr2\kunmingr2\3\2\88_-1.4000.jpg,-1.4,-1.3024429082870483,0.09755709171295157
89,E:\桌面\kunmingr2\kunmingr2\3\2\89_-1.4000.jpg,-1.4,-0.19062907993793488,1.209370920062065
90,E:\桌面\kunmingr2\kunmingr2\3\2\90_-1.4000.jpg,-1.4,-0.9263532757759094,0.4736467242240905
91,E:\桌面\kunmingr2\kunmingr2\3\2\91_-1.4000.jpg,-1.4,-0.5779606103897095,0.8220393896102904
92,E:\桌面\kunmingr2\kunmingr2\3\2\92_-1.4000.jpg,-1.4,-0.13853706419467926,1.2614629358053207
93,E:\桌面\kunmingr2\kunmingr2\3\2\93_-1.4000.jpg,-1.4,-0.04067768156528473,1.3593223184347152
94,E:\桌面\kunmingr2\kunmingr2\3\2\94_-1.4000.jpg,-1.4,-1.4201735258102417,0.020173525810241788
95,E:\桌面\kunmingr2\kunmingr2\3\2\95_0.0000.jpg,0.0,-0.7229050993919373,0.7229050993919373
96,E:\桌面\kunmingr2\kunmingr2\3\2\96_-1.4600.jpg,-1.46,-1.2842847108840942,0.17571528911590573
97,E:\桌面\kunmingr2\kunmingr2\3\2\97_-1.4600.jpg,-1.46,-1.1521655321121216,0.3078344678878784
98,E:\桌面\kunmingr2\kunmingr2\3\2\98_-1.4600.jpg,-1.46,-0.9226885437965393,0.5373114562034607
99,E:\桌面\kunmingr2\kunmingr2\3\2\99_-1.4600.jpg,-1.46,-1.3165065050125122,0.14349349498748776
100,E:\桌面\kunmingr2\kunmingr2\3\2\100_-1.4600.jpg,-1.46,-1.5694712400436401,0.10947124004364017
101,E:\桌面\kunmingr2\kunmingr2\3\2\101_-1.4600.jpg,-1.46,-1.257027506828308,0.20297249317169186
102,E:\桌面\kunmingr2\kunmingr2\3\2\102_-1.4600.jpg,-1.46,-1.5209320783615112,0.060932078361511266
103,E:\桌面\kunmingr2\kunmingr2\3\2\103_-1.4600.jpg,-1.46,-0.03553824871778488,1.424461751282215
104,E:\桌面\kunmingr2\kunmingr2\3\2\104_-1.4600.jpg,-1.46,-1.345160722732544,0.11483927726745602
105,E:\桌面\kunmingr2\kunmingr2\3\2\105_-1.4600.jpg,-1.46,-1.3380002975463867,0.12199970245361325
106,E:\桌面\kunmingr2\kunmingr2\3\2\106_-1.4600.jpg,-1.46,-1.2985804080963135,0.1614195919036865
107,E:\桌面\kunmingr2\kunmingr2\3\2\107_-1.4600.jpg,-1.46,-1.1088985204696655,0.35110147953033444
108,E:\桌面\kunmingr2\kunmingr2\3\2\108_-1.4600.jpg,-1.46,-0.9212943911552429,0.538705608844757
109,E:\桌面\kunmingr2\kunmingr2\3\2\109_-1.4600.jpg,-1.46,-1.549188256263733,0.08918825626373295
110,E:\桌面\kunmingr2\kunmingr2\3\2\110_-1.4600.jpg,-1.46,-1.4645384550094604,0.004538455009460485
111,E:\桌面\kunmingr2\kunmingr2\3\2\111_-1.4600.jpg,-1.46,-1.5362203121185303,0.07622031211853031
112,E:\桌面\kunmingr2\kunmingr2\3\2\112_-1.4600.jpg,-1.46,-1.4951450824737549,0.03514508247375492
113,E:\桌面\kunmingr2\kunmingr2\3\2\113_-1.4600.jpg,-1.46,-1.4444575309753418,0.015542469024658168
114,E:\桌面\kunmingr2\kunmingr2\3\2\114_-1.4600.jpg,-1.46,-1.484045386314392,0.024045386314392125
115,E:\桌面\kunmingr2\kunmingr2\3\2\115_-1.4600.jpg,-1.46,-1.3350526094436646,0.12494739055633541
116,E:\桌面\kunmingr2\kunmingr2\3\2\116_-1.4600.jpg,-1.46,-1.4468101263046265,0.0131898736953735
117,E:\桌面\kunmingr2\kunmingr2\3\2\117_-1.4600.jpg,-1.46,-1.2019070386886597,0.2580929613113403
118,E:\桌面\kunmingr2\kunmingr2\3\2\118_-1.4600.jpg,-1.46,-1.0495859384536743,0.41041406154632565
119,E:\桌面\kunmingr2\kunmingr2\3\2\119_-1.4600.jpg,-1.46,-0.740058422088623,0.7199415779113769
120,E:\桌面\kunmingr2\kunmingr2\3\2\120_-1.4600.jpg,-1.46,-1.268675446510315,0.19132455348968502
121,E:\桌面\kunmingr2\kunmingr2\3\2\121_-1.4600.jpg,-1.46,-0.21117044985294342,1.2488295501470565
122,E:\桌面\kunmingr2\kunmingr2\3\2\122_-1.4600.jpg,-1.46,-0.03340068459510803,1.426599315404892
123,E:\桌面\kunmingr2\kunmingr2\3\2\123_-1.4600.jpg,-1.46,-0.23179182410240173,1.2282081758975982
124,E:\桌面\kunmingr2\kunmingr2\3\2\124_-1.4600.jpg,-1.46,-0.585185170173645,0.874814829826355
125,E:\桌面\kunmingr2\kunmingr2\3\2\125_-1.4600.jpg,-1.46,-1.3121751546859741,0.14782484531402584
126,E:\桌面\kunmingr2\kunmingr2\3\2\126_-1.4600.jpg,-1.46,-1.1992169618606567,0.2607830381393432
127,E:\桌面\kunmingr2\kunmingr2\3\2\127_-1.4600.jpg,-1.46,-0.6832138299942017,0.7767861700057983
128,E:\桌面\kunmingr2\kunmingr2\3\2\128_-1.4600.jpg,-1.46,-0.24682646989822388,1.213173530101776
129,E:\桌面\kunmingr2\kunmingr2\3\2\129_-1.4600.jpg,-1.46,-0.454880952835083,1.005119047164917
130,E:\桌面\kunmingr2\kunmingr2\3\2\130_-1.4600.jpg,-1.46,-0.7112019658088684,0.7487980341911316
131,E:\桌面\kunmingr2\kunmingr2\3\2\131_-1.4600.jpg,-1.46,-0.32935184240341187,1.130648157596588
132,E:\桌面\kunmingr2\kunmingr2\3\2\132_-1.4600.jpg,-1.46,-1.0292977094650269,0.4307022905349731
133,E:\桌面\kunmingr2\kunmingr2\3\2\133_-1.4600.jpg,-1.46,-0.6559297442436218,0.8040702557563781
134,E:\桌面\kunmingr2\kunmingr2\3\2\134_-1.4600.jpg,-1.46,0.12686003744602203,1.586860037446022
135,E:\桌面\kunmingr2\kunmingr2\3\2\135_-1.4600.jpg,-1.46,-0.24014796316623688,1.219852036833763
136,E:\桌面\kunmingr2\kunmingr2\3\2\136_-1.4600.jpg,-1.46,-0.8538128137588501,0.6061871862411499
137,E:\桌面\kunmingr2\kunmingr2\3\2\137_0.0000.jpg,0.0,-0.569861114025116,0.569861114025116
138,E:\桌面\kunmingr2\kunmingr2\3\2\138_0.0000.jpg,0.0,-0.2942274808883667,0.2942274808883667
139,E:\桌面\kunmingr2\kunmingr2\3\2\139_0.0000.jpg,0.0,-0.3482792377471924,0.3482792377471924
140,E:\桌面\kunmingr2\kunmingr2\3\2\140_0.0000.jpg,0.0,-0.661308228969574,0.661308228969574
141,E:\桌面\kunmingr2\kunmingr2\3\2\141_0.0000.jpg,0.0,-0.3186410665512085,0.3186410665512085
142,E:\桌面\kunmingr2\kunmingr2\3\2\142_0.0000.jpg,0.0,-0.25546401739120483,0.25546401739120483
143,E:\桌面\kunmingr2\kunmingr2\3\2\143_0.0000.jpg,0.0,-0.27458471059799194,0.27458471059799194
144,E:\桌面\kunmingr2\kunmingr2\3\2\144_0.0000.jpg,0.0,-0.21688312292099,0.21688312292099
145,E:\桌面\kunmingr2\kunmingr2\3\2\145_0.0000.jpg,0.0,-0.2464691698551178,0.2464691698551178
146,E:\桌面\kunmingr2\kunmingr2\3\2\146_0.0000.jpg,0.0,-0.43344032764434814,0.43344032764434814
147,E:\桌面\kunmingr2\kunmingr2\3\2\147_0.0000.jpg,0.0,-0.35052329301834106,0.35052329301834106
148,E:\桌面\kunmingr2\kunmingr2\3\2\148_0.0000.jpg,0.0,-0.17281286418437958,0.17281286418437958
149,E:\桌面\kunmingr2\kunmingr2\3\2\149_0.0000.jpg,0.0,-0.03246062994003296,0.03246062994003296
150,E:\桌面\kunmingr2\kunmingr2\3\2\150_0.0000.jpg,0.0,-0.9190669059753418,0.9190669059753418
151,E:\桌面\kunmingr2\kunmingr2\3\2\151_0.0000.jpg,0.0,-0.5510855317115784,0.5510855317115784
152,E:\桌面\kunmingr2\kunmingr2\3\2\152_0.0000.jpg,0.0,-0.5649212598800659,0.5649212598800659
153,E:\桌面\kunmingr2\kunmingr2\3\2\153_0.0000.jpg,0.0,-0.4872618317604065,0.4872618317604065
154,E:\桌面\kunmingr2\kunmingr2\3\2\154_0.0000.jpg,0.0,-0.5473795533180237,0.5473795533180237
155,E:\桌面\kunmingr2\kunmingr2\3\2\155_0.0000.jpg,0.0,-0.35173356533050537,0.35173356533050537
156,E:\桌面\kunmingr2\kunmingr2\3\2\156_0.0000.jpg,0.0,-0.12860837578773499,0.12860837578773499
157,E:\桌面\kunmingr2\kunmingr2\3\2\157_0.0000.jpg,0.0,0.7310333847999573,0.7310333847999573
158,E:\桌面\kunmingr2\kunmingr2\3\2\158_0.0000.jpg,0.0,0.4363623261451721,0.4363623261451721
